,group,variable,value,articles
2470,2019-06,2020,13,The power switch: tracking Britain's record coal-free run<br><br>Great Britain records two weeks of coal-free electricity generation<br><br>It is absurd to question whether we can afford to keep our planet liveable | Fiona Harvey<br><br>New rules give households right to sell solar power back to energy firms<br><br>'They broke my mental shackles': could magic mushrooms be the answer to depression?<br><br>Scottish Power to build vast battery to improve wind energy supply<br><br>Unbuilt Tokyo: 'depthscrapers' and a million-person pyramid<br><br>Theresa May commits to net zero UK carbon emissions by 2050<br><br>UK to be left with five coal power stations after latest closure<br><br>Facebook's Libra cryptocurrency 'poses risks to global banking'<br><br>Deepfakes aren't a tech problem. They're a power problem | Oscar Schwartz<br><br>Super funds and investors with $34tn urge leaders to speed up climate action<br><br>US generates more electricity from renewables than coal for first time ever
2471,2019-06,2021,3,"Climate crisis: aviation industry hears clamour for electric planes<br><br>BMW aims to double electric and hybrid sales in next two years<br><br>Plan to sell 50m meals made from electricity, water and air"
2472,2019-06,2022,3,Unbuilt Tokyo: 'depthscrapers' and a million-person pyramid<br><br>Climate crisis: aviation industry hears clamour for electric planes<br><br>Google sister company releases details for controversial Toronto project
2473,2019-06,2025,7,The power switch: tracking Britain's record coal-free run<br><br>Great Britain records two weeks of coal-free electricity generation<br><br>Finland pledges to become carbon neutral by 2035<br><br>UK to be left with five coal power stations after latest closure<br><br>Ireland to unveil bold plan to tackle climate emergency<br><br>BMW aims to double electric and hybrid sales in next two years<br><br>Build more nuclear reactors to reach net zero carbon target  CBI
2474,2019-06,2028,1,Climate crisis: aviation industry hears clamour for electric planes
2475,2019-06,2030,4,"Theresa May commits to net zero UK carbon emissions by 2050<br><br>Robots wont steal your jobs, but that fear may be contributing to stagnant wages, Deloitte says<br><br>Ireland to unveil bold plan to tackle climate emergency<br><br>Super funds and investors with $34tn urge leaders to speed up climate action"
2476,2019-06,2035,2,Finland pledges to become carbon neutral by 2035<br><br>Theresa May commits to net zero UK carbon emissions by 2050
2477,2019-06,2038,1,The power switch: tracking Britain's record coal-free run
2478,2019-06,2040,4,"The end of the Arctic as we know it<br><br>Most 'meat' in 2040 will not come from dead animals, says report<br><br>Climate crisis: aviation industry hears clamour for electric planes<br><br>UK's biggest carbon capture project is step-change on emissions"
2479,2019-06,2045,1,Unbuilt Tokyo: 'depthscrapers' and a million-person pyramid
2480,2019-06,2050,11,Great Britain records two weeks of coal-free electricity generation<br><br>We must mobilise for the climate emergency like we do in wartime. Where is the climate minister? | Ian Dunlop and David Spratt<br><br>It is absurd to question whether we can afford to keep our planet liveable | Fiona Harvey<br><br>Theresa May commits to net zero UK carbon emissions by 2050<br><br>Climate crisis: aviation industry hears clamour for electric planes<br><br>We must transform our lives and values to save this burning planet | Susanna Rustin<br><br>Ireland to unveil bold plan to tackle climate emergency<br><br>Cool running: supermarket fridges could help power UK<br><br>Doctors call for nonviolent direct action over climate crisis<br><br>UK's biggest carbon capture project is step-change on emissions<br><br>Build more nuclear reactors to reach net zero carbon target  CBI
2500,2019-07,1970,5,"Yesterdays tomorrow today: what we can learn from past urban visions<br><br>True cost of cheap food is health and climate crises, says commission<br><br>Moon buggies and bags of poo: what humans left on the moon<br><br>The moon was once a frontier. But new worlds now beckon | Martin Rees<br><br>Apollo 11 site should be granted heritage status, says space agency boss"
2501,2019-07,1971,3,"Psychedelic mental health treatment expected to be approved in Australia within five years<br><br>Scientists work out way to make Mars surface fit for farming<br><br>Apollo 11 site should be granted heritage status, says space agency boss"
2502,2019-07,1972,2,Moon buggies and bags of poo: what humans left on the moon<br><br>The moon was once a frontier. But new worlds now beckon | Martin Rees
2503,2019-07,1974,1,How should we respond to alien contact? Scientists ask the public
2504,2019-07,1976,2,"Novacene by James Lovelock review  a big welcome for the AI takeover<br><br>Apollo 11 site should be granted heritage status, says space agency boss"
2505,2019-07,1982,1,Yesterdays tomorrow today: what we can learn from past urban visions
2506,2019-07,1986,1,The moon was once a frontier. But new worlds now beckon | Martin Rees
2507,2019-07,1989,1,Global population of eight billion and growing: we cant go on like this | Robin McKie
2508,2019-07,1990,1,Putting pigs in the shade: the radical farming system banking on trees | John Vidal
2509,2019-07,1991,1,"Make environmental damage a war crime, say scientists"
2510,2019-07,1994,1,"Improve contraception access to tackle wildlife crisis, urges campaign"
2511,2019-07,1995,2,Yesterdays tomorrow today: what we can learn from past urban visions<br><br>The moon was once a frontier. But new worlds now beckon | Martin Rees
2512,2019-07,1998,1,"Silent, no gears and cheaper every day: electric cars aren't so hard to get used to"
2513,2019-07,1999,2,Putting pigs in the shade: the radical farming system banking on trees | John Vidal<br><br>Berkeley became first US city to ban natural gas. Here's what that may mean for the future
2514,2019-07,2000,3,"The power switch: tracking Britain's record coal-free run<br><br>July on course to be hottest month ever, say climate scientists<br><br>Experts call for ban on glass skyscrapers to save energy in climate crisis"
2515,2019-07,2001,1,Sarah Parcak: Imagine being able to zoom in from space to see a pottery shard!
2516,2019-07,2003,1,"July on course to be hottest month ever, say climate scientists"
2517,2019-07,2004,3,Fully Automated Luxury Communism by Aaron Bastani  a manifesto for the future<br><br>Yesterdays tomorrow today: what we can learn from past urban visions<br><br>Sarah Parcak: Imagine being able to zoom in from space to see a pottery shard!
2518,2019-07,2005,2,Falcon has landed: Japan's Hayabusa2 probe touches down on asteroid<br><br>Psychedelic mental health treatment expected to be approved in Australia within five years
2519,2019-07,2006,1,Amazon deforestation accelerating towards unrecoverable 'tipping point'
2520,2019-07,2007,1,Britain facing highest risk of recession since 2007
2521,2019-07,2008,2,'Things are changing so fast': the benefits and dangers of robots in the UK workplace<br><br>Why you dont hear Trump or Farage talking about the tech revolution | John Harris
2522,2019-07,2009,6,'Things are changing so fast': the benefits and dangers of robots in the UK workplace<br><br>Could fake text be the next global political threat?<br><br>Global heating: London to have climate similar to Barcelona by 2050<br><br>Sarah Parcak: Imagine being able to zoom in from space to see a pottery shard!<br><br>IRS warns crypto holders: dodge tax and we'll hand out stiff punishments<br><br>Why we should be very scared by the intrusive menace of facial recognition | John Naughton
2523,2019-07,2010,4,Falcon has landed: Japan's Hayabusa2 probe touches down on asteroid<br><br>UN Aids target to end epidemic by 2030 at risk as funding falls for first time<br><br>Berkeley became first US city to ban natural gas. Here's what that may mean for the future<br><br>Sarah Parcak: Imagine being able to zoom in from space to see a pottery shard!
2524,2019-07,2011,3,"Its not that weve failed to rein in Facebook and Google. Weve not even tried | Shoshana Zuboff<br><br>'No doubt left' about scientific consensus on global warming, say experts<br><br>Sarah Parcak: Imagine being able to zoom in from space to see a pottery shard!"
2525,2019-07,2012,4,"In the age of deepfakes, could virtual actors put humans out of business?<br><br>Amazon deforestation accelerating towards unrecoverable 'tipping point'<br><br>Why we should be very scared by the intrusive menace of facial recognition | John Naughton<br><br>What is facial recognition - and how sinister is it?"
2526,2019-07,2013,7,"The robots are definitely coming and will make the world a more unequal place | John Naughton<br><br>The power switch: tracking Britain's record coal-free run<br><br>Its not that weve failed to rein in Facebook and Google. Weve not even tried | Shoshana Zuboff<br><br>Improve contraception access to tackle wildlife crisis, urges campaign<br><br>Yesterdays tomorrow today: what we can learn from past urban visions<br><br>'No doubt left' about scientific consensus on global warming, say experts<br><br>IRS warns crypto holders: dodge tax and we'll hand out stiff punishments"
2527,2019-07,2014,7,Pioneering surgery brings movement back to paralysed hands<br><br>Fully Automated Luxury Communism by Aaron Bastani  a manifesto for the future<br><br>Glacial melting in Antarctica may become irreversible<br><br>Falcon has landed: Japan's Hayabusa2 probe touches down on asteroid<br><br>Sarah Parcak: Imagine being able to zoom in from space to see a pottery shard!<br><br>What is facial recognition - and how sinister is it?<br><br>Plastic bag sales in England down by a third in last year
2528,2019-07,2015,10,"Pioneering surgery brings movement back to paralysed hands<br><br>Kenya's first coal plant construction paused in climate victory<br><br>Putting pigs in the shade: the radical farming system banking on trees | John Vidal<br><br>July on course to be hottest month ever, say climate scientists<br><br>Moon buggies and bags of poo: what humans left on the moon<br><br>The world is literally on fire  so why is it business as usual for politicians? | Arwa Mahdawi<br><br>Amazon deforestation accelerating towards unrecoverable 'tipping point'<br><br>IRS warns crypto holders: dodge tax and we'll hand out stiff punishments<br><br>The new electricity boom: renewable energy makes staggering leap but can it last?<br><br>Plastic bag sales in England down by a third in last year"
2529,2019-07,2016,6,"British Gas and SSE to purge petrol and diesel from fleets by 2030<br><br>WHO urges ban on high levels of sugar from fruit puree in baby food<br><br>July on course to be hottest month ever, say climate scientists<br><br>Sarah Parcak: Imagine being able to zoom in from space to see a pottery shard!<br><br>What is facial recognition - and how sinister is it?<br><br>Ethiopia plants 350m trees in a day to help tackle climate crisis"
2530,2019-07,2017,9,"The search for a cleaner, greener plastic<br><br>July on course to be hottest month ever, say climate scientists<br><br>Why automation is a feminist issue<br><br>Elon Musk unveils plan to build mind-reading implants: 'The monkey is out of the bag'<br><br>The moon was once a frontier. But new worlds now beckon | Martin Rees<br><br>Why you dont hear Trump or Farage talking about the tech revolution | John Harris<br><br>Low-carbon energy makes majority of UK electricity for first time<br><br>Sarah Parcak: Imagine being able to zoom in from space to see a pottery shard!<br><br>The new electricity boom: renewable energy makes staggering leap but can it last?"
2531,2019-07,2018,21,"The robots are definitely coming and will make the world a more unequal place | John Naughton<br><br>'Things are changing so fast': the benefits and dangers of robots in the UK workplace<br><br>The power switch: tracking Britain's record coal-free run<br><br>Its not that weve failed to rein in Facebook and Google. Weve not even tried | Shoshana Zuboff<br><br>Cardiologist Eric Topol: 'AI can restore the care in healthcare'<br><br>The search for a cleaner, greener plastic<br><br>Global population of eight billion and growing: we cant go on like this | Robin McKie<br><br>Electric cars could form battery hubs to store renewable energy<br><br>Falcon has landed: Japan's Hayabusa2 probe touches down on asteroid<br><br>Police trials of facial recognition backed by home secretary<br><br>Putting pigs in the shade: the radical farming system banking on trees | John Vidal<br><br>UN Aids target to end epidemic by 2030 at risk as funding falls for first time<br><br>Manmade Antarctic snowstorm 'could save coastal cities from rising seas'<br><br>Silent, no gears and cheaper every day: electric cars aren't so hard to get used to<br><br>French inventor to attempt to cross Channel on jet-powered flyboard<br><br>Berkeley became first US city to ban natural gas. Here's what that may mean for the future<br><br>Low-carbon energy makes majority of UK electricity for first time<br><br>Amazon deforestation accelerating towards unrecoverable 'tipping point'<br><br>IRS warns crypto holders: dodge tax and we'll hand out stiff punishments<br><br>The new electricity boom: renewable energy makes staggering leap but can it last?<br><br>What is facial recognition - and how sinister is it?"
2532,2019-07,2020,19,"The power switch: tracking Britain's record coal-free run<br><br>Cardiologist Eric Topol: 'AI can restore the care in healthcare'<br><br>The search for a cleaner, greener plastic<br><br>British Gas and SSE to purge petrol and diesel from fleets by 2030<br><br>Kenya's first coal plant construction paused in climate victory<br><br>Falcon has landed: Japan's Hayabusa2 probe touches down on asteroid<br><br>True cost of cheap food is health and climate crises, says commission<br><br>July on course to be hottest month ever, say climate scientists<br><br>UN Aids target to end epidemic by 2030 at risk as funding falls for first time<br><br>Elon Musk unveils plan to build mind-reading implants: 'The monkey is out of the bag'<br><br>Apollo 11 site should be granted heritage status, says space agency boss<br><br>Senior doctors call for crackdown on home genetic testing kits<br><br>Why you dont hear Trump or Farage talking about the tech revolution | John Harris<br><br>Berkeley became first US city to ban natural gas. Here's what that may mean for the future<br><br>Low-carbon energy makes majority of UK electricity for first time<br><br>Amazon deforestation accelerating towards unrecoverable 'tipping point'<br><br>The new electricity boom: renewable energy makes staggering leap but can it last?<br><br>What is facial recognition - and how sinister is it?<br><br>Plastic bag sales in England down by a third in last year"
2533,2019-07,2021,5,"Futuristic sounds to make electric buses safer hit wrong note<br><br>The search for a cleaner, greener plastic<br><br>Psychedelic mental health treatment expected to be approved in Australia within five years<br><br>Elon Musk unveils plan to build mind-reading implants: 'The monkey is out of the bag'<br><br>Holiday Inn owner to ditch mini toiletries from 5,000 hotels"
2534,2019-07,2022,1,The new electricity boom: renewable energy makes staggering leap but can it last?
2535,2019-07,2023,1,"Holiday Inn owner to ditch mini toiletries from 5,000 hotels"
2536,2019-07,2024,1,"Apollo 11 site should be granted heritage status, says space agency boss"
2537,2019-07,2025,1,The power switch: tracking Britain's record coal-free run
2538,2019-07,2029,1,Fully Automated Luxury Communism by Aaron Bastani  a manifesto for the future
2539,2019-07,2030,10,"'Things are changing so fast': the benefits and dangers of robots in the UK workplace<br><br>Tree planting 'has mind-blowing potential' to tackle climate crisis<br><br>British Gas and SSE to purge petrol and diesel from fleets by 2030<br><br>Kenya's first coal plant construction paused in climate victory<br><br>Electric cars could form battery hubs to store renewable energy<br><br>UN Aids target to end epidemic by 2030 at risk as funding falls for first time<br><br>Berkeley became first US city to ban natural gas. Here's what that may mean for the future<br><br>Low-carbon energy makes majority of UK electricity for first time<br><br>The new electricity boom: renewable energy makes staggering leap but can it last?<br><br>Holiday Inn owner to ditch mini toiletries from 5,000 hotels"
2540,2019-07,2035,1,'Just a matter of when': the $20bn plan to power Singapore with Australian solar
2541,2019-07,2038,1,The power switch: tracking Britain's record coal-free run
2542,2019-07,2045,1,Berkeley became first US city to ban natural gas. Here's what that may mean for the future
2543,2019-07,2049,1,"In the age of deepfakes, could virtual actors put humans out of business?"
2544,2019-07,2050,6,"Global population of eight billion and growing: we cant go on like this | Robin McKie<br><br>Global heating: London to have climate similar to Barcelona by 2050<br><br>Improve contraception access to tackle wildlife crisis, urges campaign<br><br>Electric cars could form battery hubs to store renewable energy<br><br>The world is literally on fire  so why is it business as usual for politicians? | Arwa Mahdawi<br><br>Low-carbon energy makes majority of UK electricity for first time"
2545,2019-07,2059,1,Novacene by James Lovelock review  a big welcome for the AI takeover
2546,2019-07,2068,1,The moon was once a frontier. But new worlds now beckon | Martin Rees
2559,2019-08,1970,2,Worlds nations gather to tackle wildlife extinction crisis<br><br>US companies tell Apple and Amazon to put planet before profits
2560,2019-08,1984,1,Facial recognition is now rampant. The implications for our freedom are chilling | Stephanie Hare
2561,2019-08,1989,1,The greatest threat to life on Earth may come from space
2562,2019-08,1993,1,"MDMA treatment for alcoholism could reduce relapse, study suggests"
2563,2019-08,1995,1,Martin Rees: Climate change is a doddle compared with terraforming Mars
2564,2019-08,1998,1,"Microplastics significantly contaminating the air, scientists warn"
2565,2019-08,1999,1,Does Amazon have answers for the future of the NHS?
2566,2019-08,2000,1,The glaciers of Iceland seemed eternal. Now a country mourns their loss | Andri Snr Magnason
2567,2019-08,2003,1,Dave Alred: Were breeding physical robots who want to smash the wall down | Robert Kitson
2568,2019-08,2004,3,"Single polypill reduces risk of heart attacks and strokes, study finds<br><br>Dave Alred: Were breeding physical robots who want to smash the wall down | Robert Kitson<br><br>Brazilian Amazon deforestation surges to break August records"
2569,2019-08,2007,4,Tardigrades may have survived spacecraft crashing on moon<br><br>AI can read your emotions. Should it?<br><br>Space wars: Trump's ready for his next big fight  in orbit<br><br>The greatest threat to life on Earth may come from space
2570,2019-08,2008,1,Just 10% of fossil fuel subsidy cash 'could pay for green transition'
2571,2019-08,2009,2,Just 10% of fossil fuel subsidy cash 'could pay for green transition'<br><br>The greatest threat to life on Earth may come from space
2572,2019-08,2010,1,The glaciers of Iceland seemed eternal. Now a country mourns their loss | Andri Snr Magnason
2573,2019-08,2011,2,AI can read your emotions. Should it?<br><br>Dave Alred: Were breeding physical robots who want to smash the wall down | Robert Kitson
2574,2019-08,2012,2,Martin Rees: Climate change is a doddle compared with terraforming Mars<br><br>Facial recognition is now rampant. The implications for our freedom are chilling | Stephanie Hare
2575,2019-08,2013,1,The greatest threat to life on Earth may come from space
2576,2019-08,2014,3,"Just 10% of fossil fuel subsidy cash 'could pay for green transition'<br><br>Melbourne loses 15bn litres of water annually from logging catchment, study finds<br><br>Nestl plan to take 1.1m gallons of water a day from natural springs sparks outcry"
2577,2019-08,2015,3,Martin Rees: Climate change is a doddle compared with terraforming Mars<br><br>AI can read your emotions. Should it?<br><br>Brazilian Amazon deforestation surges to break August records
2578,2019-08,2016,4,'Coal is over': the miners rooting for the Green New Deal<br><br>AI can read your emotions. Should it?<br><br>Does Amazon have answers for the future of the NHS?<br><br>The greatest threat to life on Earth may come from space
2579,2019-08,2017,9,Just 10% of fossil fuel subsidy cash 'could pay for green transition'<br><br>The five: chimeras created by science<br><br>Cooling goo sidewalks and other strange new weapons in the war on urban heat<br><br>Rail line in Hampshire is world's first to be powered by solar farm<br><br>Douglas Adams was right  knowledge without understanding is meaningless | John Naughton<br><br>Does Amazon have answers for the future of the NHS?<br><br>Nestl plan to take 1.1m gallons of water a day from natural springs sparks outcry<br><br>Share of coal in UK's electricity system falls to record lows<br><br>The greatest threat to life on Earth may come from space
2580,2019-08,2018,16,"Pentagon testing mass surveillance balloons across the US<br><br>Electric scooters aren't as eco-friendly as they seem, study finds<br><br>We cant keep eating as we are  why isnt the IPCC shouting this from the rooftops? | George Monbiot<br><br>'Coal is over': the miners rooting for the Green New Deal<br><br>Half of all new cars sold in Australia by 2035 will be electric, forecast predicts<br><br>Manchester City warned against using facial recognition on fans<br><br>AI can read your emotions. Should it?<br><br>Cooling goo sidewalks and other strange new weapons in the war on urban heat<br><br>Dave Alred: Were breeding physical robots who want to smash the wall down | Robert Kitson<br><br>Douglas Adams was right  knowledge without understanding is meaningless | John Naughton<br><br>G7 cant turn a blind eye to ecocide in the Amazon<br><br>Does Amazon have answers for the future of the NHS?<br><br>Nestl plan to take 1.1m gallons of water a day from natural springs sparks outcry<br><br>Russia pushing 'unsuitable' nuclear power in Africa, critics claim<br><br>Space wars: Trump's ready for his next big fight  in orbit<br><br>Share of coal in UK's electricity system falls to record lows"
2581,2019-08,2020,9,"We must change food production to save the world, says leaked report<br><br>World's largest urban farm to open on a Paris rooftop<br><br>Half of all new cars sold in Australia by 2035 will be electric, forecast predicts<br><br>Dutch take cycling to a new level, with world's biggest multistorey bike park<br><br>Rail line in Hampshire is world's first to be powered by solar farm<br><br>Underground line to heat up London homes during winter<br><br>Ban petrol and diesel cars from Scottish cities, says coalition<br><br>Share of coal in UK's electricity system falls to record lows<br><br>The greatest threat to life on Earth may come from space"
2582,2019-08,2021,1,AI can read your emotions. Should it?
2583,2019-08,2022,3,'Coal is over': the miners rooting for the Green New Deal<br><br>City urged to attach 'climate risk' reports to pensions<br><br>AI can read your emotions. Should it?
2584,2019-08,2025,5,"Half of all new cars sold in Australia by 2035 will be electric, forecast predicts<br><br>Cooling goo sidewalks and other strange new weapons in the war on urban heat<br><br>Rail line in Hampshire is world's first to be powered by solar farm<br><br>Underground line to heat up London homes during winter<br><br>Share of coal in UK's electricity system falls to record lows"
2585,2019-08,2027,1,"Russia pushing 'unsuitable' nuclear power in Africa, critics claim"
2586,2019-08,2028,1,Cooling goo sidewalks and other strange new weapons in the war on urban heat
2587,2019-08,2029,2,New medical procedure could delay menopause by 20 years<br><br>Tardigrades may have survived spacecraft crashing on moon
2588,2019-08,2030,2,"Half of all new cars sold in Australia by 2035 will be electric, forecast predicts<br><br>Ban petrol and diesel cars from Scottish cities, says coalition"
2589,2019-08,2035,1,"Half of all new cars sold in Australia by 2035 will be electric, forecast predicts"
2590,2019-08,2045,2,"Cooling goo sidewalks and other strange new weapons in the war on urban heat<br><br>Ban petrol and diesel cars from Scottish cities, says coalition"
2591,2019-08,2049,1,"Maths and tech specialists need Hippocratic oath, says academic"
2592,2019-08,2050,4,"Australia will fund a $500m climate change package for the Pacific, PM to announce<br><br>City urged to attach 'climate risk' reports to pensions<br><br>Cooling goo sidewalks and other strange new weapons in the war on urban heat<br><br>Share of coal in UK's electricity system falls to record lows"
2593,2019-08,2060,1,"Melbourne loses 15bn litres of water annually from logging catchment, study finds"
2594,2019-08,2070,1,The glaciers of Iceland seemed eternal. Now a country mourns their loss | Andri Snr Magnason
2613,2019-09,1970,3,World 'gravely' unprepared for effects of climate crisis  report<br><br>The world has a third pole  and it's melting quickly<br><br>Greta Thunberg: We are ignoring natural climate solutions
2614,2019-09,1972,1,The world has a third pole  and it's melting quickly
2615,2019-09,1975,1,The race to create a perfect lie detector  and the dangers of succeeding
2616,2019-09,1979,2,The race to create a perfect lie detector  and the dangers of succeeding<br><br>The world has a third pole  and it's melting quickly
2617,2019-09,1985,1,Danish project aims to plant 1m trees across nation in TV fundraiser
2618,2019-09,1986,1,Flight risk: can we take the carbon out of air travel?
2619,2019-09,1988,3,"Flight risk: can we take the carbon out of air travel?<br><br>The race to create a perfect lie detector  and the dangers of succeeding<br><br>This isn't extinction, it's extermination: the people killing nature know what they're doing | Jeff Sparrow"
2620,2019-09,1989,1,The new growth in hair loss research
2621,2019-09,1990,1,We scientists must rise up to prevent the climate crisis. Words arent enough | Claire Wordley and Charlie Gardner
2622,2019-09,1991,1,The world has a third pole  and it's melting quickly
2623,2019-09,1992,1,'We're losing the race': UN secretary general calls climate change an 'emergency'
2624,2019-09,1995,1,The race to create a perfect lie detector  and the dangers of succeeding
2625,2019-09,1997,1,"This isn't extinction, it's extermination: the people killing nature know what they're doing | Jeff Sparrow"
2626,2019-09,2001,2,The race to create a perfect lie detector  and the dangers of succeeding<br><br>The world has a third pole  and it's melting quickly
2627,2019-09,2003,1,The race to create a perfect lie detector  and the dangers of succeeding
2628,2019-09,2004,1,"If the world ran on sun, it wouldnt fight over oil | Bill McKibben"
2629,2019-09,2005,1,Energy firms plan UK's first carbon-neutral 'industrial cluster'
2630,2019-09,2006,2,Why have 500 million bees died in Brazil in the past three months? | Thor Hanson<br><br>The race to create a perfect lie detector  and the dangers of succeeding
2631,2019-09,2007,2,The race to create a perfect lie detector  and the dangers of succeeding<br><br>The world has a third pole  and it's melting quickly
2632,2019-09,2008,1,The race to create a perfect lie detector  and the dangers of succeeding
2633,2019-09,2009,5,"How much destruction is needed for us to take climate change seriously?<br><br>The race to create a perfect lie detector  and the dangers of succeeding<br><br>Oil and gas companies undermining climate goals, says report<br><br>If the world ran on sun, it wouldnt fight over oil | Bill McKibben<br><br>Are brain implants the future of thinking?"
2634,2019-09,2010,4,"The race to create a perfect lie detector  and the dangers of succeeding<br><br>Oil and gas companies undermining climate goals, says report<br><br>The war on (unwanted) dick pics has begun<br><br>Why it's dangerous to liken DNA to computer code"
2635,2019-09,2011,1,The science of senolytics: how a new pill could spell the end of ageing
2636,2019-09,2012,3,"The race to create a perfect lie detector  and the dangers of succeeding<br><br>Why it's dangerous to liken DNA to computer code<br><br>AI equal with human experts in medical diagnosis, study finds"
2637,2019-09,2013,2,Phosphate fertiliser 'crisis' threatens world food supply<br><br>The world has a third pole  and it's melting quickly
2638,2019-09,2014,5,"The race to create a perfect lie detector  and the dangers of succeeding<br><br>Phosphate fertiliser 'crisis' threatens world food supply<br><br>World losing area of forest the size of the UK each year, report finds<br><br>Extreme sea level events will hit once a year by 2050<br><br>Swedish newspaper stops taking adverts from fossil fuel firms"
2639,2019-09,2015,7,Why have 500 million bees died in Brazil in the past three months? | Thor Hanson<br><br>EU to push Australia to clean up petrol standards as part of free trade deal<br><br>The race to create a perfect lie detector  and the dangers of succeeding<br><br>Phosphate fertiliser 'crisis' threatens world food supply<br><br>'We're losing the race': UN secretary general calls climate change an 'emergency'<br><br>New windfarms will not cost billpayers after subsidies hit record low<br><br>Swedish newspaper stops taking adverts from fossil fuel firms
2640,2019-09,2016,5,Flight risk: can we take the carbon out of air travel?<br><br>The science of senolytics: how a new pill could spell the end of ageing<br><br>Are brain implants the future of thinking?<br><br>Were still a long way from making a quantum leap in web code-breaking | John Naughton<br><br>Plan for massive facial recognition database sparks privacy concerns
2641,2019-09,2017,8,"Flight risk: can we take the carbon out of air travel?<br><br>John Kerry says we can't leave climate emergency to 'neanderthals' in power<br><br>World losing area of forest the size of the UK each year, report finds<br><br>Ex-Google worker fears 'killer robots' could cause mass atrocities<br><br>The war on (unwanted) dick pics has begun<br><br>New windfarms will not cost billpayers after subsidies hit record low<br><br>Are brain implants the future of thinking?<br><br>Plan for massive facial recognition database sparks privacy concerns"
2642,2019-09,2018,25,"Flight risk: can we take the carbon out of air travel?<br><br>EU to push Australia to clean up petrol standards as part of free trade deal<br><br>The science of senolytics: how a new pill could spell the end of ageing<br><br>How much destruction is needed for us to take climate change seriously?<br><br>We scientists must rise up to prevent the climate crisis. Words arent enough | Claire Wordley and Charlie Gardner<br><br>Oil and gas companies undermining climate goals, says report<br><br>Yang Gang: meet the fans of the 2020 hopeful who wants to give Americans $1,000 a month<br><br>No need to cut beef to tackle climate crisis, say farmers<br><br>World losing area of forest the size of the UK each year, report finds<br><br>The world has a third pole  and it's melting quickly<br><br>Ex-Google worker fears 'killer robots' could cause mass atrocities<br><br>$1m a minute: the farming subsidies destroying the world - report<br><br>UN hosts drive to suck back carbon and reverse climate change<br><br>'We're losing the race': UN secretary general calls climate change an 'emergency'<br><br>Scientists set out how to halve greenhouse gas emissions by 2030<br><br>The war on (unwanted) dick pics has begun<br><br>To decarbonize we must decomputerize: why we need a Luddite revolution<br><br>UN secretary general hails 'turning point' in climate crisis fight<br><br>Call for 1m people to join UK's biggest mass tree-planting campaign<br><br>If world leaders choose to fail us, my generation will never forgive them | Greta Thunberg<br><br>Should meat be banned to save the planet?<br><br>Extreme sea level events will hit once a year by 2050<br><br>Pacific islands seek $500m to make ocean's shipping zero carbon<br><br>UK needs billions a year to meet 2050 climate targets<br><br>Plan for massive facial recognition database sparks privacy concerns"
2643,2019-09,2020,12,"Flight risk: can we take the carbon out of air travel?<br><br>The science of senolytics: how a new pill could spell the end of ageing<br><br>How much destruction is needed for us to take climate change seriously?<br><br>We scientists must rise up to prevent the climate crisis. Words arent enough | Claire Wordley and Charlie Gardner<br><br>Energy firms plan UK's first carbon-neutral 'industrial cluster'<br><br>World losing area of forest the size of the UK each year, report finds<br><br>$1m a minute: the farming subsidies destroying the world - report<br><br>Revealed: catastrophic effects of working as a Facebook moderator<br><br>'We're losing the race': UN secretary general calls climate change an 'emergency'<br><br>Climate crisis seen as 'most important issue' by public, poll shows<br><br>Are brain implants the future of thinking?<br><br>UN secretary general hails 'turning point' in climate crisis fight"
2644,2019-09,2021,1,Flight risk: can we take the carbon out of air travel?
2645,2019-09,2022,1,To decarbonize we must decomputerize: why we need a Luddite revolution
2646,2019-09,2024,1,The new growth in hair loss research
2647,2019-09,2025,1,Call for 1m people to join UK's biggest mass tree-planting campaign
2648,2019-09,2027,1,EU to push Australia to clean up petrol standards as part of free trade deal
2649,2019-09,2030,13,"Flight risk: can we take the carbon out of air travel?<br><br>How much destruction is needed for us to take climate change seriously?<br><br>Oil and gas companies undermining climate goals, says report<br><br>Energy firms plan UK's first carbon-neutral 'industrial cluster'<br><br>World 'gravely' unprepared for effects of climate crisis  report<br><br>World losing area of forest the size of the UK each year, report finds<br><br>Most ambitious US law to tackle single-use plastics faces make-or-break moment<br><br>$1m a minute: the farming subsidies destroying the world - report<br><br>'We're losing the race': UN secretary general calls climate change an 'emergency'<br><br>Scientists set out how to halve greenhouse gas emissions by 2030<br><br>To decarbonize we must decomputerize: why we need a Luddite revolution<br><br>Most of world's biggest firms 'unlikely' to meet Paris climate targets<br><br>Pacific islands seek $500m to make ocean's shipping zero carbon"
2650,2019-09,2035,1,The world has a third pole  and it's melting quickly
2651,2019-09,2040,4,"Flight risk: can we take the carbon out of air travel?<br><br>Phosphate fertiliser 'crisis' threatens world food supply<br><br>No need to cut beef to tackle climate crisis, say farmers<br><br>'Neural revolution': Royal Society calls for inquiry into new wave of brain implants"
2652,2019-09,2044,1,Flight risk: can we take the carbon out of air travel?
