,group,variable,value,articles
629,2016-02,2016,33,"Nanosheet growth technique could revolutionize nanomaterial production<br><br>Physicists create artificial 'graphene'<br><br>Engineers develop the refrigerator of the future<br><br>Low-power chip processes 3-D camera data, could enable wearable device to guide the visually impaired<br><br>Scientists in Germany switch on nuclear fusion experiment (Update)<br><br>Physicists discover new properties of superconductivity<br><br>Plasma physicist discusses the Wendelstein 7-X stellarator<br><br>Study predicts world economy unlikely to stop relying on fossil fuels<br><br>Terahertz wireless technology could bring fiber-optic speeds out of a fiber<br><br>Drones learn to search forest trails for lost people<br><br>Record for fastest data rate set<br><br>Neanderthal DNA has subtle but significant impact on human traits<br><br>New imaging technique shows how DNA is protected at chromosomes' ends<br><br>Engineers develop new flat, ultralight lens that could change how cameras are designed<br><br>Chinese fusion test reportedly reaches new milestone<br><br>Eternal 5D data storage could record the history of humankind<br><br>Three gravitational wave projects unveiled in China<br><br>Fuel cells powering inner-city vehicles<br><br>NASA to simulate growing potatoes on Mars in Peru<br><br>Virtual reality promises to transform film<br><br>NASA aeronautics budget proposes return of X-planes<br><br>Augmented reality looks to future where screens vanish<br><br>Smartphones to replace cards at bank machines<br><br>Low-carbon policies could prevent up to 175,000 US deaths by 2030<br><br>Engineers achieve Wi-Fi at 10,000 times lower power<br><br>DNA 'Trojan horse' smuggles drugs into resistant cancer cells<br><br>The key to mass-producing nanomaterials<br><br>Quantum dot solids: This generation's silicon wafer?<br><br>Here's how we could build a colony on an alien world<br><br>New research unveils graphene 'moth eyes' to power future smart technologies<br><br>Why we will still need oil and gas in the future<br><br>Artificial control of exciplexes opens possibilities for new electronics<br><br>Automation won't destroy jobs, but it will change them"
630,2016-02,2017,5,World's first 'robot run' farm to open in Japan<br><br>Scientists in Germany switch on nuclear fusion experiment (Update)<br><br>Chinese fusion test reportedly reaches new milestone<br><br>Simple graphene cascade allows unprecedented insights into nanoionics<br><br>NASA aeronautics budget proposes return of X-planes
631,2016-02,2019,1,Terahertz wireless technology could bring fiber-optic speeds out of a fiber
632,2016-02,2020,1,NASA aeronautics budget proposes return of X-planes
633,2016-02,2025,1,Scientists in Germany switch on nuclear fusion experiment (Update)
634,2016-02,2030,1,"Low-carbon policies could prevent up to 175,000 US deaths by 2030"
640,2016-03,1973,1,Scientists look to thermionic energy conversion for clean and efficient power generation
641,2016-03,1987,1,Invisibility cloaks can never hide objects from all observers
642,2016-03,1989,1,Brazil uses dammed lake surface for floating solar panels
643,2016-03,1997,1,"Rise of the Machines: Keep an eye on AI, experts warn"
644,2016-03,2000,1,Europe-Russia mission departs on hunt for life on Mars (Update 3)
645,2016-03,2005,2,"Team takes giant step forward in generating optical qubits<br><br>Autonomous cars aren't perfect, but how safe must they be?"
646,2016-03,2006,3,'Bending current' opens up the way for a new type of energy-efficient memory<br><br>World's oldest chameleon found in amber fossil<br><br>Beyond today's crowdsourced science to tomorrow's citizen science cyborgs
647,2016-03,2007,1,Beyond today's crowdsourced science to tomorrow's citizen science cyborgs
648,2016-03,2011,3,Is this the trailer for the upcoming LHC blockbuster?<br><br>China plans space telescope that will dock with their space station<br><br>Experiment shows magnetic chips could dramatically increase computing's energy efficiency
649,2016-03,2012,1,Is this the trailer for the upcoming LHC blockbuster?
650,2016-03,2013,2,Modified form of CRISPR acts as a toggle switch to control gene expression in stem cells<br><br>A new mechanism for catalyzing the splitting of water
651,2016-03,2014,2,"Autonomous cars aren't perfect, but how safe must they be?<br><br>The time for unmanned ships has arrived"
652,2016-03,2015,10,"NIST invents fleet and fast test for nanomanufacturing quality control (w/ Video)<br><br>New fuel cell design powered by graphene-wrapped nanocrystals<br><br>Rise of the Machines: Keep an eye on AI, experts warn<br><br>World temperature could rise rapidly by 2020, modelling suggests<br><br>Amazon seeks patent for buying items with a look<br><br>Lightweight x-ray machines set to revolutionise market<br><br>Read my lips: New technology spells out what's said when audio fails<br><br>New 'smart' bottle helps uncorked wine keep longer<br><br>NASA's 'spaceport of the future' reaches another milestone<br><br>Augmented reality mapping out tech's next mind-bending trip"
653,2016-03,2016,31,"NASA begins work to build a quieter supersonic passenger jet<br><br>Avoiding 'false positives' in the search for living worlds<br><br>Is this the trailer for the upcoming LHC blockbuster?<br><br>'Bending current' opens up the way for a new type of energy-efficient memory<br><br>R2D2's next assignment: hospital orderly<br><br>NIST invents fleet and fast test for nanomanufacturing quality control (w/ Video)<br><br>Technological breakthrough for cheaper lighting and flexible solar cells<br><br>World's oldest chameleon found in amber fossil<br><br>BMW shows off concept car for the self-driving future<br><br>Global warming increases rain in world's driest areas<br><br>China plans space telescope that will dock with their space station<br><br>First tomatoes and peas harvested on Mars and moon soil simulant<br><br>Newly discovered bacteria can eat plastic bottles<br><br>Experiment shows magnetic chips could dramatically increase computing's energy efficiency<br><br>Spray-on coating could ice-proof airplanes, power lines, windshields<br><br>Spongy material helps repair the spine<br><br>Europe-Russia mission departs on hunt for life on Mars (Update 3)<br><br>Robotics expert: Self-driving cars not ready for deployment<br><br>3-D printing could one day help fix damaged cartilage in knees, noses and ears<br><br>Autonomous braking to be in most cars by 2022<br><br>'Disruptive device' brings xenon-NMR to fragile materials<br><br>Autonomous cars aren't perfect, but how safe must they be?<br><br>Beyond today's crowdsourced science to tomorrow's citizen science cyborgs<br><br>Lightweight x-ray machines set to revolutionise market<br><br>For first time, drone delivers package to residential area (Update)<br><br>Cargo ship reaches space station on resupply run<br><br>New 'smart' bottle helps uncorked wine keep longer<br><br>A new mechanism for catalyzing the splitting of water<br><br>NASA's 'spaceport of the future' reaches another milestone<br><br>No plans for killer US military robots... yet<br><br>Augmented reality mapping out tech's next mind-bending trip"
654,2016-03,2017,5,"Spray-on coating could ice-proof airplanes, power lines, windshields<br><br>Brazil uses dammed lake surface for floating solar panels<br><br>Europe-Russia mission departs on hunt for life on Mars (Update 3)<br><br>No plans for killer US military robots... yet<br><br>Augmented reality mapping out tech's next mind-bending trip"
655,2016-03,2018,3,Avoiding 'false positives' in the search for living worlds<br><br>Europe-Russia mission departs on hunt for life on Mars (Update 3)<br><br>NASA's 'spaceport of the future' reaches another milestone
656,2016-03,2019,1,"Autonomous cars aren't perfect, but how safe must they be?"
657,2016-03,2020,2,"China plans space telescope that will dock with their space station<br><br>World temperature could rise rapidly by 2020, modelling suggests"
658,2016-03,2035,1,"'Community solar' systems may add savings to local, cooperative energy projects"
659,2016-03,2050,1,"World temperature could rise rapidly by 2020, modelling suggests"
673,2016-04,1970,1,"Fossil fuels could be phased out worldwide in a decade, says new study"
674,2016-04,1978,1,Technicolor stores Hollywood history in a bottle
675,2016-04,1982,1,"Fossil fuels could be phased out worldwide in a decade, says new study"
676,2016-04,1984,1,"A jetpack nears liftoff, but creator fears dream is grounded"
677,2016-04,1986,1,UK scientists pioneer synthetic forms of 'game-changing' antibiotic
678,2016-04,1996,1,"Researchers present a direct first proof of stable, ultra-long 1D carbon chains"
679,2016-04,1997,1,"A jetpack nears liftoff, but creator fears dream is grounded"
680,2016-04,2002,1,Discovery of 13-million-year-old croc suggests parallel evolution of 'telescoping' eyes
681,2016-04,2003,2,"Researchers present a direct first proof of stable, ultra-long 1D carbon chains<br><br>Fossil fuels could be phased out worldwide in a decade, says new study"
682,2016-04,2006,1,"Ready, set, think! Mind-controlled drones race to the future"
683,2016-04,2008,2,"Technicolor stores Hollywood history in a bottle<br><br>A jetpack nears liftoff, but creator fears dream is grounded"
684,2016-04,2009,1,Grail data points to possible lava tubes on the moon
685,2016-04,2010,1,"Researchers present a direct first proof of stable, ultra-long 1D carbon chains"
